artist,artist_id,artist_pop,artist_genres,album,album_id,track_name,track_id,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
Beach Weather,7I3bkknknQkIiatWiupQgD,74,[],"Sex, Drugs, Etc. (Sped Up Version)",4NyrvOITu55ZfyN2MzQ2mb,"Sex, Drugs, Etc. - Sped Up Version",6SWVr6T3yQS6gZ9gQHrr2b,67,0.552,0.875,6,-4.782,0,0.0376,0.0123,0.00554,0.144,0.585,79.959,176974,4,alt.indie rising
Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,67,"[indie pop, indie rock, modern rock, washington indie]",Asphalt Meadows,2PIWPTOIxbaVSjTnc30vXS,Pepper,5p0bEz7DNsULez2X9yrNGa,52,0.79,0.737,8,-7.92,1,0.0284,0.0236,0.0149,0.114,0.693,119.001,168187,4,alt.indie rising
boy pablo,7wbkl3zgDZEoZer357mVIw,67,"[bedroom pop, bergen indie, norwegian indie]",Soy Pablo,1lESM5Y1VAvrCLEgLmyfOw,Sick Feeling,7zxLkZbUxITHabPzGN8Xgc,66,0.415,0.504,9,-10.003,1,0.0318,0.022,3.84E-06,0.363,0.401,165.86,155714,4,alt.indie rising
Linkin Park,6XyY86QOPPrYVGvF9ch6wz,88,"[alternative metal, nu metal, post-grunge, rap metal]",Lost,7bN4OM5mtWq0UrAxdN6qMC,Lost,373gDROnujxNTFa1FojYIl,83,0.596,0.798,0,-4.63,1,0.0285,0.00412,0,0.338,0.459,105.01,199342,4,alt.indie rising
Milky Chance,1hzfo8twXdOegF3xireCYs,74,[german pop],Living In A Haze,2Ffexjpw1Q1qdwLWEVThEJ,Living In A Haze,3yfki4r5cgFA784trLoHnk,0,0.688,0.718,1,-5.99,1,0.0378,0.273,3.36E-06,0.12,0.427,129.862,173369,4,alt.indie rising
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,80,"[alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock]",The Colour And The Shape,30ly6F6Xl0TKmyBCU50Khv,Everlong,5UWwZ5lm5PKu6eKsHAGxOk,82,0.413,0.881,11,-5.541,0,0.0367,5.99E-05,0.000308,0.0805,0.364,158.066,250547,4,Alternative Rock's Most Precious Gems
Basement,4DUQBYAyOTZotSEdKhaf6c,56,"[alternative emo, dreamo, emo, melodic hardcore]",Colourmeinkindness,5uRI7KHcBALPpwhAB9RKnb,Covet,1AMADyXgIWayh5vXLZo2qF,61,0.428,0.799,4,-6.265,1,0.0468,0.00139,0.0742,0.0788,0.228,139.052,227340,4,Alternative Rock's Most Precious Gems
Stuck in the Sound,5sTzirFL1wjNa3GuSiUHsy,48,"[french rock, rock independant francais]",Pursuit,4ML88AyBHneIkmTHJunWCC,Let’s Go,1XsN9Flu0VvZpXmrkBtZGt,56,0.486,0.623,11,-5.07,0,0.0309,0.0097,3.40E-05,0.178,0.275,89.454,211453,4,Alternative Rock's Most Precious Gems
Sonic Youth,5UqTO8smerMvxHYA5xsXb6,61,"[alternative rock, art rock, indie rock, noise pop, noise rock, post-punk, rock]",Goo,5iYYQwB0oH9FVyVlaOXZdr,Kool Thing,1ZozGivTAYsOwhy6LVHsPX,56,0.262,0.82,7,-11.621,1,0.0428,0.0103,0.0914,0.101,0.254,155.197,246333,4,Alternative Rock's Most Precious Gems
Airways,5fRpvt0RU5UL6YwQekpofE,47,"[modern alternative rock, modern rock]",Reckless Tongue,1IA50NRu9M8eJFPOp0iyV8,Reckless Tongue,2JG9Gdo54L72gepntVPZQ4,53,0.532,0.892,11,-4.698,0,0.0711,0.00261,0.000564,0.228,0.808,85.99,178795,4,Alternative Rock's Most Precious Gems
Citizen,0znuUIjvP0LXEslfaq0Nor,54,"[alternative emo, anthem emo, dreamo, emo, pop punk]",Youth,6QDNTEgCBoGd6zaKZ19vNC,The Night I Drove Alone,5iZw5AzGiQx5rmmocWBFOz,53,0.481,0.447,11,-8.282,0,0.0469,0.165,0.000182,0.107,0.315,126.702,133553,4,Alternative Rock's Most Precious Gems
Movements,1kkyfIopIiVvaPHHlbsfac,59,"[alternative emo, anthem emo, dreamo, emo, midwest emo, pop punk, socal pop punk]",Feel Something,4baVGjGtGhgpb0oEqjSkLi,Colorblind,4jhbBCHWjQqWD4cifyuAcA,52,0.489,0.929,2,-4.835,1,0.0503,3.75E-05,0.000874,0.194,0.618,74.977,220373,4,Alternative Rock's Most Precious Gems
Sunny Day Real Estate,2lZkXWxkZsZzBocxMjN1or,48,"[alternative rock, emo, emo punk, midwest emo, post-hardcore]",Diary (2009 Edition),3wdD2PQkm8N4ezZf732Oxv,In Circles - Remastered,7MtlureL5VXmDnyoUeBxsd,52,0.323,0.825,10,-6.692,1,0.0457,0.00198,0.0824,0.337,0.358,143.586,298413,4,Alternative Rock's Most Precious Gems
Horse Jumper of Love,6U1lmwvy3I9dIYu9RalJi6,48,"[boston indie, dream pop, dreamo, indie garage rock, indie rock, new england emo, slowcore, small room]",Horse Jumper of Love,6deqa9Ep8kRZA1xiKbj1jc,Ugly Brunette,0fUV4Y51wN8lnG75rkDDwg,51,0.411,0.602,7,-7.988,1,0.036,0.178,0.00719,0.0929,0.366,78.842,176704,4,Alternative Rock's Most Precious Gems
Failure,3grvcGPaLhfrD5CYsecr4j,47,"[alternative metal, alternative rock, grunge, nu metal, post-hardcore, spacegrunge]",Fantastic Planet,5hbxMCegyQPhpycfjtlW6I,Another Space Song,50iBJRkGjjht3RiwD0VqLA,50,0.511,0.701,1,-7.861,1,0.0252,0.000253,0.563,0.0631,0.189,84.318,310333,4,Alternative Rock's Most Precious Gems
Helmet,0qB0cTENhSUc0feov5qbg0,54,"[alternative metal, alternative rock, grunge, industrial metal, nu metal, post-hardcore, rap rock, rock]",Betty,3RmEvRS56AW6bkVihyMK0q,Milquetoast,6IsnrcSZvmmd5db8QpQb91,50,0.48,0.793,2,-10.209,1,0.0892,3.60E-05,0.197,0.0732,0.425,96.062,233000,4,Alternative Rock's Most Precious Gems
Title Fight,2CnhqfjUG0qzsru0SMuhrk,61,"[alternative emo, dreamo, grungegaze, spacegrunge]",Shed,1vA4pfmBUT9ei4Ukq8uTx1,Shed,1csPfS6y1zVsZx7SbXJDXJ,50,0.427,0.951,9,-3.813,1,0.0558,0.000516,0.00428,0.233,0.571,144.782,136827,4,Alternative Rock's Most Precious Gems
cleopatrick,6VTvaLJ9arNmKi8e1ekOwW,55,"[modern alternative rock, modern rock, rock]",sanjake,5pagUXzTuiWLh52rTojpSj,sanjake,61Od02a9dXArdW9bBCKUPp,48,0.397,0.849,9,-5.216,1,0.0834,0.00014,0.00291,0.423,0.503,94.96,182885,4,Alternative Rock's Most Precious Gems
Hum,6sM2JCBjZprP7JLMTZZSxX,45,"[alternative rock, dreamo, emo, grungegaze, post-hardcore, spacegrunge]",You'd Prefer An Astronaut,2qx0YtBEDcbpclLlqzRi2o,Stars,6lQE6LF3MU63Z6VyhPxaV3,48,0.271,0.742,2,-12.669,1,0.0529,0.000285,0.26,0.0601,0.148,91.844,309107,4,Alternative Rock's Most Precious Gems
Catfish and the Bottlemen,2xaAOVImG2O6lURwqperlD,65,"[modern alternative rock, modern rock, rock, stomp pop, welsh rock]",The Balance,0eELSmJrZpzOKfdO80nJ9r,Encore,4LdImt7hg85uPpUOPKlLAy,48,0.487,0.898,9,-3.65,1,0.0762,0.00311,3.41E-06,0.0627,0.546,150.115,165507,4,Alternative Rock's Most Precious Gems
Sam Fender,6zlR5ttMfMNmwf2lecU9Cc,71,"[modern rock, north east england indie]",Millennial,7jXSErmjydESDXLDVraNhp,Millennial,6nn3SKnENmkTn7KC44MgHx,47,0.576,0.733,1,-4.87,1,0.0258,0.000146,0.125,0.205,0.367,106.083,106420,1,Alternative Rock's Most Precious Gems
Ovlov,2Iy7tZpp5qQudlg5cbcgH8,50,"[american shoegaze, bubblegrunge, connecticut indie, dreamo, indie punk, indie rock, nu gaze]",Buds,3aPtrtMapoYJdzVa7Jkc3M,Baby Shea,1rfPkAinCwapsCXV5KTTGq,47,0.207,0.887,2,-7.243,1,0.0506,0.0205,0.0428,0.167,0.571,170.058,97544,4,Alternative Rock's Most Precious Gems
Jebediah,6L9bfTvOEA9BOJEIBhU4ln,40,"[aussie emo, australian alternative rock, australian rock, perth indie]",Slightly Odway,7LZLRjjAvM2xXdYbVHoPh3,Leaving Home,3OtIgLTHpPYez3WmDN2iYZ,46,0.522,0.812,6,-6.606,1,0.0346,0.0253,2.87E-05,0.131,0.459,121.529,181333,4,Alternative Rock's Most Precious Gems
Modern Color,6bayHl2VHbIseMg1jby37l,45,"[american shoegaze, dreamo]",From the Leaves of Your Garden,2X7tUE8Ansj36WJK7oOXXq,Pale,7kxowOW75vOFqsdXd1TW31,46,0.241,0.728,8,-4.92,1,0.043,0.000242,0.00131,0.124,0.366,77.499,190672,4,Alternative Rock's Most Precious Gems
The Hotelier,3kzNckjE5FzHQhe4pJiLKa,42,"[alternative emo, anthem emo, bubblegrunge, dreamo, emo, indie punk, midwest emo, new england emo, worcester ma indie]","Home, Like Noplace Is There",37ohOvaKOQIEkFjTWfg9Q4,Your Deep Rest,5wwbe5wtc4pd9RDlFNXeFg,46,0.363,0.876,3,-6.53,1,0.111,0.0514,2.87E-06,0.0991,0.408,110.019,227213,4,Alternative Rock's Most Precious Gems
The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,75,"[alternative metal, alternative rock, grunge, permanent wave, pop rock, rock, spacegrunge]",Mellon Collie And The Infinite Sadness (Deluxe Edition),55RhFRyQFihIyGf61MgcfV,Muzzle - Remastered 2012,6UuGRkwfLwBAfmHktU9GNA,46,0.278,0.686,10,-8.731,0,0.034,7.37E-06,0.822,0.0939,0.334,91.852,223920,4,Alternative Rock's Most Precious Gems
Therapy?,3MomZRiJwdZmYnysgtF4Ey,45,"[alternative metal, rap rock]",Troublegum,6ub0GyzfrkFZahy42i7pfR,Nowhere,368RLF0YBCX8FyB4RGkaVq,46,0.415,0.966,9,-7.288,1,0.0953,0.000288,0.261,0.344,0.309,95.433,146307,4,Alternative Rock's Most Precious Gems
Microwave,7ptm7G8z8VVvwBnDq8fAmD,52,"[alternative emo, anthem emo, atlanta punk, dreamo, emo, pop punk]",Circling the Drain,4qX60Bh8duOt4rWkZ3oK2g,Circling the Drain,5HNNu02Psy9WwWNuNlLlie,45,0.382,0.727,6,-5.013,1,0.0414,0.0344,0.000769,0.378,0.407,163.59,229192,4,Alternative Rock's Most Precious Gems
Incubus,3YcBF2ttyueytpXtEzn1Za,70,"[alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, post-grunge, rock]",Morning View,1rQZbncicoXyB64DqoH7OY,Circles,2jmBc2dTGXU9quHYTkpxSL,45,0.394,0.819,10,-6.673,1,0.0401,7.04E-05,0.000111,0.0527,0.255,89.999,249373,4,Alternative Rock's Most Precious Gems
Narrow Head,4g6ODwOQYRZLsP89kEoBIu,53,"[american shoegaze, dreamo, grungegaze, spacegrunge]",Satisfaction,0m3hGU2BkS3t3zBdavqmNg,Cool in Motion,21yuHrj83KWSLRsCvDN7Ul,44,0.25,0.97,9,-5.03,1,0.16,1.46E-06,0.798,0.122,0.25,117.95,185641,4,Alternative Rock's Most Precious Gems
Feeder,0ZZr6Y49NZWRJc0uCwqpMR,52,"[britpop, modern rock, pop rock, rock, welsh rock]",Comfort in Sound,2h5yQlbqKmvblc712KDmc5,Just The Way I'm Feeling,1zg4NCQ3vHLn3MeaDBPm3s,44,0.3,0.895,11,-4.425,0,0.0413,6.88E-05,0.117,0.0622,0.343,178.194,263253,4,Alternative Rock's Most Precious Gems
Frightened Rabbit,6fVcDUckTwxqg56qNsEvUr,51,"[indie rock, modern rock, scottish indie, scottish rock]",Pedestrian Verse,63F9BBf5YCiPQrpndWA50x,The Woodpile,5Zt5q2j5OEdcR3HtwxivZQ,44,0.349,0.885,2,-4.624,1,0.0438,0.0324,0,0.315,0.31,149.968,207560,4,Alternative Rock's Most Precious Gems
Violent Soho,2N2EFVDEbp2JB8ulEUVIxp,50,"[australian alternative rock, australian garage punk, australian indie, brisbane indie]",Violent Soho,752CwfZ8NvwXHv8IOjnWV0,Jesus Stole My Girlfriend,5p6GEo6wrwLpicbGyNH1A4,44,0.433,0.815,5,-2.991,1,0.0778,0.00171,0.000266,0.473,0.372,175.672,177453,4,Alternative Rock's Most Precious Gems
The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,75,"[alternative metal, alternative rock, grunge, permanent wave, pop rock, rock, spacegrunge]",Siamese Dream (Deluxe Edition),0bQglEvsHphrS19FGODEGo,Soma - 2011 Remaster,1EGa3uFmvkGChrZeIKxGwB,44,0.291,0.281,7,-11.798,1,0.0324,0.0241,0.83,0.115,0.0981,134.683,398240,4,Alternative Rock's Most Precious Gems
The Getaway Plan,5JmeloS88DjYXJulG7qgwF,35,[australian alternative rock],"Other Voices, Other Rooms",5HXLYD2Iu9rKlpTDMFyNWI,Where the City Meets the Sea,0uX6Y7mRIJjswGAcLg1oz9,44,0.473,0.861,6,-4.676,0,0.0573,0.0039,0,0.141,0.462,143.984,215947,4,Alternative Rock's Most Precious Gems
You Am I,7GvCdRq4iHNQDsGlPWOycw,42,"[australian alternative rock, australian rock]",Sound As Ever,2azj62n7MH5r8ikwa0c6ay,Berlin Chair,1fhLBWJ39ihyjEqgPiUf6B,43,0.271,0.882,7,-8.483,1,0.06,0.0404,0.00201,0.0826,0.423,142.92,154667,4,Alternative Rock's Most Precious Gems
Chappaqua Wrestling,5S4qUw22ZF7gTPUEx61SyC,40,"[english indie rock, manchester indie]",The Rift,7zDuEI2gGYXabIHsI4ZjAZ,The Rift,3vUHrmHxjsngAXKvxRJ6nc,43,0.294,0.675,5,-3.562,1,0.0435,3.15E-05,0.000711,0.321,0.37,148.186,228853,4,Alternative Rock's Most Precious Gems
Ash,2evydP72Z45DouM4uMGsIE,47,"[britpop, pop rock]",Free All Angels,1V9N1HV53xOfL2ebYXxkOu,Shining Light,4daraBRKwKGEA6dwom2DqG,43,0.482,0.934,2,-3.486,1,0.0452,1.55E-05,0.00204,0.108,0.526,106.616,309013,4,Alternative Rock's Most Precious Gems
ASHES dIVIDE,7cNHQN4eCc7nud8htPxHBy,38,"[alternative metal, one-person band]",Keep Telling Myself It's Alright,1eEdZy4kjI5kZCDPLl9gFH,The Stone,2TM6fTuwo1ZjMfvFfcFVDA,43,0.353,0.944,6,-5.013,1,0.0625,0.000298,0.246,0.102,0.362,95.072,229080,4,Alternative Rock's Most Precious Gems
Silverchair,4iudEcmuPlYNdbP3e1bdn1,61,"[alternative metal, alternative rock, australian alternative rock, australian psych, grunge, nu metal, pop rock, post-grunge, rock]",Freak Show,511p6iaCuK8Sr0BYdpcfkq,Abuse Me,6lgsxp4M1RmnkivCqp6kPa,42,0.475,0.679,9,-8.212,0,0.0319,0.303,1.78E-05,0.108,0.33,103.653,239893,4,Alternative Rock's Most Precious Gems
Middle Class Rut,1jl7jCbWw8fQApXAgP7vQN,38,"[modern alternative rock, sacramento indie, stomp pop]",No Name No Color,75ffrFVb8rQLovdDANnEAw,New Low,01TgrylmgyEAgsdxiqEOpL,42,0.768,0.949,7,-1.999,1,0.0624,0.325,0,0.141,0.916,80.484,256507,4,Alternative Rock's Most Precious Gems
Drug Church,6q4AmzK3GzCuEzkurnYuEQ,46,"[alternative emo, dreamo, emo, indie punk, modern melodic hardcore]",Cheer,2pQ3HNNkj7o2RJTguqfqO2,Weed Pin,2waOg6GgfdfqMgbdK2qsQk,42,0.529,0.947,4,-4.019,1,0.0607,0.0135,0.0109,0.31,0.145,133.062,282122,4,Alternative Rock's Most Precious Gems
Pretty Vicious,4KH4eOg39KeBpnfSgvIteD,46,"[modern alternative rock, modern rock, welsh indie]",Beauty Of Youth,6am0g93vswJjC98p8mihkF,These Four Walls,4lIADYns7onzNNl0RIewFp,42,0.372,0.997,11,-2.064,1,0.102,0.00019,0.0253,0.113,0.35,151.755,227265,4,Alternative Rock's Most Precious Gems
Frightened Rabbit,6fVcDUckTwxqg56qNsEvUr,51,"[indie rock, modern rock, scottish indie, scottish rock]",The Midnight Organ Fight,42UPwzHW8rhA13t5JJxp09,The Modern Leper,3aunzvczA4MkwIrHuARjqM,42,0.438,0.921,2,-4.375,1,0.0812,0.0715,4.20E-05,0.127,0.299,112.417,228453,4,Alternative Rock's Most Precious Gems
Gleemer,4UjrcYERvCDC44O0uBSOFa,42,"[5th wave emo, alternative emo, american shoegaze, dreamo, grungegaze, nu gaze]",Anymore,1MtHTmOWEN7bpDj8sgCmHt,Come Down,6aoslVx9b2J5tbYvbp3TbD,41,0.433,0.789,3,-6.809,1,0.0365,0.0124,0.579,0.203,0.521,165.975,195320,4,Alternative Rock's Most Precious Gems
Tigercub,6ekYAO2D1JkI58CF4uRRqw,47,"[brighton indie, modern alternative rock, modern rock]",Abstract Figures in the Dark,4Wv5cp4Y9zk9ebuXOIGcpe,Control,0ILT475efW2vVY5pxvCj0m,41,0.44,0.905,8,-6.308,1,0.0477,0.000348,0.00182,0.104,0.568,83.978,246006,4,Alternative Rock's Most Precious Gems
Silverchair,4iudEcmuPlYNdbP3e1bdn1,61,"[alternative metal, alternative rock, australian alternative rock, australian psych, grunge, nu metal, pop rock, post-grunge, rock]",Freak Show,511p6iaCuK8Sr0BYdpcfkq,No Association,0lrY8m1pYczjiup6f0HhoR,41,0.493,0.67,9,-7.467,1,0.0609,0.00485,0.0854,0.0623,0.699,143.827,230867,4,Alternative Rock's Most Precious Gems
Tigers Jaw,0tLaqkKW7K6tc3QF9SM0M8,50,"[alternative emo, anthem emo, bubblegrunge, dreamo, emo, indie punk, lo-fi emo, pop punk]",spin,2xSppFiPUTWqZ9cdF6CQnY,June,4ztx0lpE5Vx3yg7FereOtS,41,0.5,0.849,1,-4.309,0,0.0332,0.000189,0.000994,0.123,0.407,121.003,203547,4,Alternative Rock's Most Precious Gems
Deaf Havana,0exhrQcReCdr11oPbOh22M,49,"[british alternative rock, east anglia indie, modern alternative rock, modern rock]",All These Countless Nights,4LYAbf8kMPXzghMcS9SiYm,Trigger,154P8pqseR6k7BaMKffzeM,41,0.49,0.885,11,-3.996,0,0.0568,0.0049,0,0.166,0.444,143.118,180111,4,Alternative Rock's Most Precious Gems
Nothing,60mqEPQp1eNjuwt1Z4yL4J,47,"[american shoegaze, dreamgaze, dreamo, grungegaze, indie punk, nu gaze, philly indie, shoegaze]",Tired of Tomorrow (Deluxe Version),2655MXRi7PSJTtYqdGKeuH,Vertigo Flowers,3xvVuLA3YYZPd5mx8NOnN6,41,0.167,0.95,4,-4.736,1,0.051,6.34E-05,0.313,0.33,0.166,151.821,204976,4,Alternative Rock's Most Precious Gems
Sunny Day Real Estate,2lZkXWxkZsZzBocxMjN1or,48,"[alternative rock, emo, emo punk, midwest emo, post-hardcore]",The Rising Tide,6qF8IcGGO3Y4YuNx33DJA2,Killed By An Angel,5QxsyWK3UfLgEPTaAb5Xgq,41,0.345,0.912,9,-5.363,1,0.0546,0.000646,0.00122,0.109,0.391,140.859,295533,4,Alternative Rock's Most Precious Gems
Narrow Head,4g6ODwOQYRZLsP89kEoBIu,53,"[american shoegaze, dreamo, grungegaze, spacegrunge]",12th House Rock,5YHS5GXWuW5IuXwGqET6t0,Night Tryst,6t7JhxmZXS0YrYgvQyRWZ1,40,0.3,0.884,6,-3.533,0,0.0852,7.05E-06,0.503,0.0617,0.52,118.911,203600,4,Alternative Rock's Most Precious Gems
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,80,"[alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock]",One By One (Expanded Edition),1zQ6F8gMagKcPL4SoA80cx,Come Back,6FIJGWyovgbmDkjMp6a5x7,40,0.502,0.858,1,-5.8,0,0.0463,0.0011,0.0844,0.0646,0.217,89.031,467627,4,Alternative Rock's Most Precious Gems
Beach Riot,55bBJNuY224tmQf4odUqXV,32,"[brighton indie, modern alternative rock]","Tune in, Drop Out",3BmgXTaQ92JQCrlPu6pMxX,"Tune in, Drop Out",7z6SewNpOG8GI85z5GbxaB,40,0.373,0.914,1,-6.347,1,0.0608,0.00113,0.00103,0.21,0.298,164.896,170162,4,Alternative Rock's Most Precious Gems
The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,75,"[alternative metal, alternative rock, grunge, permanent wave, pop rock, rock, spacegrunge]",Mellon Collie And The Infinite Sadness (Deluxe Edition),55RhFRyQFihIyGf61MgcfV,Thru The Eyes Of Ruby - Remastered 2012,5W8AYj6e6syodRPzPrJcrb,40,0.26,0.483,5,-9.977,0,0.031,9.75E-05,0.862,0.0829,0.144,140.713,458293,4,Alternative Rock's Most Precious Gems
Frightened Rabbit,6fVcDUckTwxqg56qNsEvUr,51,"[indie rock, modern rock, scottish indie, scottish rock]",Pedestrian Verse,63F9BBf5YCiPQrpndWA50x,Holy,2irFDtyw34II0pdCWIOBaN,40,0.342,0.978,9,-3.55,1,0.0969,0.174,0.345,0.1,0.252,171.348,219080,4,Alternative Rock's Most Precious Gems
Hundredth,2rtsR8zno5naTxY0iJr7M0,44,"[dreamo, grungegaze, melodic hardcore, screamocore]",RARE,7cO0T3BJ6xAkv0BX3TXFAp,Neurotic,2xQoftRvm3Uk1V77dcArB3,40,0.33,0.991,3,-5.162,0,0.1,2.93E-05,0.538,0.453,0.172,163.048,217133,4,Alternative Rock's Most Precious Gems
Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,67,"[alternative pop rock, modern alternative rock, modern rock, rock]",Nothing But Thieves (Deluxe),3q4BkDV5B7sczFcfrIl2a2,Neon Brother,3onvqHzdPZXZrPo5GfLqGE,40,0.426,0.601,11,-5.434,1,0.0377,0.00661,0.343,0.101,0.151,76.957,235827,3,Alternative Rock's Most Precious Gems
Unwound,4YjpqCSDD7zwMQgPYJMqb0,45,"[alternative pop, alternative rock, dream pop, emo, experimental, experimental rock, garage psych, indie punk, indie rock, noise rock, olympia wa indie, post-hardcore, post-punk, sasscore]",Repetition,30GshgppFRvO0G5RNbleZn,Corpse Pose,1kDZq29NLE2RRZ9mp8LxVe,40,0.354,0.91,9,-6.837,1,0.0518,0.000325,0.583,0.235,0.444,81.642,185467,4,Alternative Rock's Most Precious Gems
The Pale White,3uhfMjcE5HJqMIWh3Iolw0,42,"[english indie rock, modern alternative rock, modern rock, newcastle indie, rock]",Infinite Pleasure,4EMCM4unQso8HGyy3N19FY,Medicine,2D8oZGGpHtSiJLYMKdM5Ao,40,0.363,0.895,10,-3.941,0,0.0599,0.000339,0,0.349,0.459,177.961,247360,4,Alternative Rock's Most Precious Gems
The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,75,"[alternative metal, alternative rock, grunge, permanent wave, pop rock, rock, spacegrunge]",Gish (Deluxe Edition),14gI3ml0wxlgVrX1ve8zyJ,Snail - Remastered 2011,1Y67fOHM7hb04jj6FLBWDQ,40,0.24,0.589,2,-7.931,1,0.0349,0.00069,0.693,0.0815,0.148,83.762,308773,4,Alternative Rock's Most Precious Gems
Superheaven,1IHjrY7ygKbmLVoUV1VcXc,50,"[dreamo, post-grunge, spacegrunge]",Ours Is Chrome,2D2fnA0gaDp5ITUIvsHCmE,I've Been Bored,3zi9xNpG2WHCdCAxV0BpJm,39,0.462,0.876,11,-5.19,1,0.041,0.000206,0.000106,0.5,0.432,143.065,203134,4,Alternative Rock's Most Precious Gems
Idlewild,1xdB9gS1NrKEYgZUEfoqIw,39,"[britpop, scottish indie, scottish rock]",The Remote Part,7zsB506W3ZKxNpjy8iIf8q,A Modern Way of Letting Go,1fplcK4BIi4k5hzp2DJ0kt,39,0.282,0.987,8,-3.332,1,0.126,4.57E-06,5.54E-06,0.078,0.377,189.859,143760,4,Alternative Rock's Most Precious Gems
Microwave,7ptm7G8z8VVvwBnDq8fAmD,52,"[alternative emo, anthem emo, atlanta punk, dreamo, emo, pop punk]",Stovall,5UE6N0IU0pfG18urYs44Wp,Something Right,1QdijT3d4feqhc39m9Wm6a,39,0.565,0.685,8,-6.016,1,0.0257,0.00409,0,0.131,0.527,99.983,201854,4,Alternative Rock's Most Precious Gems
Hum,6sM2JCBjZprP7JLMTZZSxX,45,"[alternative rock, dreamo, emo, grungegaze, post-hardcore, spacegrunge]",You'd Prefer An Astronaut,2qx0YtBEDcbpclLlqzRi2o,The Pod,5eGfO6X1Vvpgb5LFaL5rLF,39,0.427,0.667,9,-11.714,0,0.0441,0.000157,0.339,0.0898,0.407,112.293,277560,4,Alternative Rock's Most Precious Gems
Balance And Composure,2fgl3me4n9diODTrVfruF3,47,"[alternative emo, anthem emo, dreamo, emo, grungegaze, melodic hardcore, philly indie, progressive post-hardcore]",Slow Heart,7K7AuoZ1mMIaPiDZSvhCsU,Body Language,2CzfhFkxJZjdr6kNRUw8IM,38,0.462,0.948,10,-5.9,1,0.0339,0.000171,0.079,0.145,0.657,185.004,249800,4,Alternative Rock's Most Precious Gems
Canterbury,2xnkhppPrflQ02TWRtIthQ,29,[british alternative rock],Heavy in the Day,281202APzTHOf2hs6RFcmr,Something Better,49p2lVw2SIn1cCfjaBptQo,38,0.357,0.938,6,-4.46,0,0.0932,8.06E-06,0,0.749,0.35,159.996,210893,4,Alternative Rock's Most Precious Gems
Nothing,60mqEPQp1eNjuwt1Z4yL4J,47,"[american shoegaze, dreamgaze, dreamo, grungegaze, indie punk, nu gaze, philly indie, shoegaze]",Dance on the Blacktop,4LSHNiX2fM8eKv4TyosARZ,Zero Day,1dwC0I32wb53mXCECR4ZY7,37,0.316,0.709,7,-4.214,0,0.0553,0.0131,0.847,0.0932,0.129,77.466,237133,4,Alternative Rock's Most Precious Gems
Sparta,3DWWL4kwLZMBLsmVsbZYHR,39,"[el paso indie, emo, emo punk, midwest emo, post-hardcore, screamo]",Wiretap Scars,2Lg6QTklBKk6eIJs5onQQl,Cut Your Ribbon,1DYud4lcStjYxJ8JBBva6g,37,0.515,0.801,4,-3.905,1,0.0334,0.00423,9.99E-06,0.177,0.758,107.66,184613,3,Alternative Rock's Most Precious Gems
Money,2v0x2qsSuy06OiFIo8zX6s,27,[dreamo],Money,2VXqjyaaqRellg8cw99QVy,Fuct,75yrIKGSnzJxnmNgGqv5nF,37,0.446,0.975,1,-3.5,1,0.134,0.000157,0.572,0.327,0.254,159.942,207621,4,Alternative Rock's Most Precious Gems
The World Is A Beautiful Place & I Am No Longer Afraid To Die,5bCNJ1ICzdnzK0yoCIP2Ip,41,"[alternative emo, bubblegrunge, dreamo, emo, indie punk, midwest emo, new england emo, small room]","Whenever, If Ever",40C7bBDW77dS5BBbNzcdmm,Heartbeat in the Brain,6rCQnAXP0UKEGKPZF8u5iL,37,0.498,0.666,4,-7.553,1,0.0305,0.0144,0.117,0.11,0.178,147.075,341907,4,Alternative Rock's Most Precious Gems
Bass Drum of Death,5LtAyeDVOVcydj65LvgICY,46,"[garage pop, garage rock, indie garage rock, mississippi indie, noise pop, popgaze]",Gb City,4VFt6gflVhBmesukoQ3Lt5,Get Found,57QZeBhHRLiWhIpjHvKtND,37,0.477,0.964,2,-4.948,0,0.0563,0.0137,0.0932,0.288,0.299,145.949,181400,4,Alternative Rock's Most Precious Gems
Biffy Clyro,1km0R7wy712AzLkA1WjKET,61,"[modern rock, rock, scottish rock]",Blackened Sky,3gZ42Qs2uth6ZayrsV6LyW,57,3ywDupHAH1dCdL5J6UZmWX,37,0.378,0.797,2,-5.2,1,0.046,6.59E-05,0.000459,0.203,0.427,103.72,201933,4,Alternative Rock's Most Precious Gems
